ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,id,ENTITY_ID,"Alpha-2 code","Alpha-3 code"
608,700,"Lac du Loup core",45.18,6.53,2032,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,471,700,FR,FRA
609,701,"Gorgo Basso core GL3",37.61,12.65,6,"lake sediment","Pollen slide",concentration,Neotoma,"central core",2021-12-01,6,472,701,IT,ITA
611,703,"Fusedame HTJ-10",35.08,136.18,120,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,85,473,703,JP,JPN
612,704,"Amont core",53.73,-74.38,335,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,29,474,704,CA,CAN
613,705,"Aval core",53.41,-73.86,335,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,29,475,705,CA,CAN
614,706,"Lac des Ilets core",48.19,-71.24,120,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,23,476,706,CA,CAN
615,707,"QS 3",-33.9,150.59,665,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,477,707,AU,AUS
616,708,"Worimi Swamp core",-32.51,152.33,8,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,478,708,AU,AUS
617,709,W2,-34.56,150.51,685,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,479,709,AU,AUS
618,710,"Bonatoa core",-18.07,178.53,4,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,480,710,FJ,FJI
620,712,"Durankulak 3",43.67,28.55,0.4,"lake sediment","Pollen slide",concentration,author,"marginal core",2021-07-28,6,481,712,RO,ROU
621,713,"Mozgovitsa River core",41.41,23.11,1800,"bog sediment",Sieved,concentration,author,"central core",2021-07-28,45,482,713,BG,BGR
622,714,"Lake Ostrezko-2 core",42.13,23.46,2320,"lake sediment",Sieved,concentration,author,"central core",2021-07-28,45,483,714,BG,BGR
623,715,"Lake Ostrezko-3 core",42.13,23.46,2340,"lake sediment",Sieved,concentration,author,"central core",2021-07-28,45,484,715,BG,BGR
624,716,"Resnikov prekop core_gtr40",45.97,14.54,290,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-999999,2021-05-07,19,485,716,SI,SVN
624,717,"Resnikov prekop core_less40",45.97,14.54,290,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-999999,2021-05-07,5,486,717,SI,SVN
626,719,"Blundells Flat B_macro",-35.19,148.49,762,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,174,487,719,AU,AUS
626,720,"Blundells Flat A_micro",-35.19,148.49,762,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,156,488,720,AU,AUS
628,722,"Cobrico Swamp core",-38.3,143.03,140,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","marginal core",2021-05-07,152,489,722,AU,AUS
629,723,"Mill Creek core",-33.4,151.03,4,"estuarine sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,490,723,AU,AUS
630,724,"Jibbon Lagoon core 1",-34.08,151.15,65,-777777,Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,16,491,724,AU,AUS
630,725,"Jibbon Lagoon core 2",-34.08,151.15,65,-777777,Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,16,492,725,AU,AUS
631,726,"Lake Flannigan King Island core 1",-39.6,143.95,40,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,106,493,726,AU,AUS
632,727,"Rotten Swamp Core 4",-35.7,148.88,1445,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,114,494,727,AU,AUS
633,728,"McKenzie Road Bog core",-38.43,146.76,50,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,495,728,AU,AUS
393,731,"Byenup Lagoon Site 2",-34.46,116.71,175,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,496,731,AU,AUS
637,732,"Navatu core",-18.07,178.53,4,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,497,732,FJ,FJI
638,733,"Sari core",-16.63,179.5,67,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,498,733,FJ,FJI
639,734,"Vunimoli core",-18.22,177.88,251,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,499,734,FJ,FJI
640,735,"Waitabu core",-18.23,-178.78,43,other,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,500,735,WF,WLF
641,736,"Sarup So core",55.2,10.06,NULL,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-12-23,149,501,736,DK,DNK
642,737,"Holtjarnen core",60.65,14.916667,232,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-19,149,502,737,SE,SWE
643,738,"Klotjarnen core",61.816667,16.533333,235,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-19,149,503,738,SE,SWE
644,739,"BL05B core",44.917167,123.296333,69,"lake sediment",-999999,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,504,739,CN,CHN
645,740,AKI,13.33,39.36,2171,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,45,505,740,ET,ETH
646,741,AKII,13.33,39.36,2171,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,45,506,741,ET,ETH
647,742,AKIII,13.332167,39.3646,2171,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-12-23,45,507,742,ET,ETH
648,743,MMI,13.583833,39.3646,2228,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-12-23,45,508,743,ET,ETH
649,744,MMII,13.583625,39.568911,2228,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-12-23,45,509,744,ET,ETH
650,745,MMIII,13.578578,39.567956,2228,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-12-23,45,510,745,ET,ETH
651,746,AT1,14.270433,39.447827,2493,soil,"Hand picked charcoal from soil samples",concentration,"Global Charcoal Database Version 4",-888888,2021-12-23,45,511,746,ET,ETH
652,747,"Hardibo core",11.23,39.76,2150,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,512,747,ET,ETH
653,748,"Hayk core",11.35,39.71,1920,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,513,748,ET,ETH
655,750,"Lombok Ridge Core G6-4_B",-10.78,118.06,-3510,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2021-12-23,23,514,750,ID,IDN
657,752,"Lynchs Crater core A",-17.36,145.7,760,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,515,752,AU,AUS
658,753,"Dove Lake core",-41.658056,145.961944,934,"lake sediment","Pollen slide",other,"Global Charcoal Database Version 4","marginal core",2021-05-07,121,516,753,AU,AUS
659,754,"Ringarooma River site I",-41.3,147.61,885,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,517,754,AU,AUS
659,755,"Ringarooma River site II",-41.3,147.61,885,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,518,755,AU,AUS
661,756,"CSBM core",-35.755,148.8575,1755,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","marginal core",2021-12-23,123,519,756,AU,AUS
662,757,"Dalhousie Springs core",-26.41,135.52,150,"bog sediment","Pollen slide",other,"Global Charcoal Database Version 4",-777777,2020-03-06,104,520,757,AU,AUS
663,758,"Micalong Swamp core MS3",-35.33,148.51,1100,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,126,521,758,AU,AUS
664,759,"Mulloon CS core",-35.396667,149.585,799,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,522,759,AU,AUS
665,760,"Snowy Flats core",-35.5655,148.864167,1618,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,159,523,760,AU,AUS
666,761,"Solomons Jewel Lake core",-41.8,146.26,1185,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","marginal core",2021-05-07,126,524,761,AU,AUS
667,762,"Yaouk Swamp core",-35.49,148.5,1100,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,525,762,AU,AUS
668,763,"Bega Swamp core",-36.51,149.5,1080,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,526,763,AU,AUS
669,764,"Bolin Billabong combined core",-37.7667,145.0667,50,"fluvial/alluvial sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,527,764,AU,AUS
670,765,"Evoran Pond core",-18.76,169.01,194,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,528,765,VU,VUT
672,767,"Hogan's Billabong core",-36.02,146.71,140,"fluvial/alluvial sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,529,767,AU,AUS
673,768,"Lake Hordern core",-38.78,143.46,3,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,530,768,AU,AUS
675,770,"Nadrau core",-17.75,177.88,680,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,531,770,FJ,FJI
676,771,"Nekkeng core",7.45,134.52,9,archaeological,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,532,771,PW,PLW
677,772,"Ngardmau core",7.6,134.57,10,archaeological,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,25,533,772,PW,PLW
678,773,"Ngerchau core",7.63,134.52,9,archaeological,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,534,773,PW,PLW
679,774,"Ngerdok 2",7.52,134.6,25,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,535,774,PW,PLW
680,775,"Olbed 1",7.5,134.54,20,archaeological,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,536,775,PW,PLW
659,776,"Ringarooma Humus site 2",-41.3,147.61,885,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,537,776,AU,AUS
682,777,"Stockyard Swamp_Hunter Island core",-40.55,144.75,65,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,538,777,AU,AUS
684,779,"Laguna Verde core",13.89,-89.78,1600,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,62,539,779,SV,SLV
685,780,"Laguna Cuzcachapa core",13.98,-89.68,709,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,62,540,780,SV,SLV
687,782,"Laguna Santa Elena core",8.56,-82.56,1100,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,62,541,782,PA,PAN
688,783,"Marcacocha core",-13.21,-72.2,3355,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,62,542,783,PE,PER
689,784,"Yano core",7.38,134.54,40,archaeological,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,543,784,PW,PLW
690,785,"Laguna Pompal core",18.37,-94.95,700,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,148,544,785,MX,MEX
691,786,"Laguna Lincoln core",-45.36,-74.06,19,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,78,545,786,CL,CHL
692,787,"Laguna Lofel core",-44.92,-74.32,13,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,78,546,787,CL,CHL
693,788,"Laguna Six Minutes core",-46.41,-74.33,15,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,78,547,788,CL,CHL
694,789,"Laguna Stibnite core",-46.41,-74.4,15,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,78,548,789,CL,CHL
695,790,"Carajas core",-6,-50.16,250,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,549,790,BR,BRA
696,791,"Lower Gaylor Lake core",37.90938,-119.286309,3062,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-12-23,28,550,791,US,USA
697,792,"Barrett Lake core",37.588994,-118.996235,2816,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-12-23,28,551,792,US,USA
698,793,"Lago Dell'Accesa composite",42.9879329162739,10.8951222896576,155,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,552,793,IT,ITA
699,794,"Ngerkell core",7.6,134.62,10,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,553,794,PW,PLW
700,795,"Mela Swamp core",-9.47,160.08,20,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,554,795,SB,SLB
659,796,"Ringarooma Humus site 1",-41.3,147.61,885,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,555,796,AU,AUS
657,797,"Lynchs Crater_Holocene core",-17.36,145.7,760,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,556,797,AU,AUS
703,798,"Neon core",-8.47,147.3,2875,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,557,798,PG,PNG
429,799,"gtr125 conc",-10.1,142.14,10,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,558,799,AU,AUS
458,800,"Crevice Lake freeze core",45,-110.578,1713,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-12-23,10,559,800,US,USA
706,801,"Graham Lake core",45.1833,-77.35,381,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,560,801,CA,CAN
707,802,"High Lake core",44.5167,-76.6,192,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,561,802,CA,CAN
708,803,"Caotanhu relic site core",44.42,113.02,380,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-999999,2021-05-07,22,562,803,CN,CHN
710,806,"Serra da Bocaina 1",-22.74,-44.55,1500,other,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,98,563,806,BR,BRA
716,813,"MD97-2140 core",2.06,142.26,-2547,"marine sediment","Charcoal particles identified by imaging software",concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,147,564,813,FM,FSM
719,816,"Cantarrana core",10.43,-84,36,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,140,565,816,CR,CRI
720,817,BAT1,41.905278,16.134167,1,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,566,817,IT,ITA
721,818,"Hula core",33.04,35.37,70,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,22,567,818,IL,ISR
722,819,"Ackgol core (AGL95A)",37.3,33.44,1000,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-12-23,22,568,819,TR,TUR
723,820,"Lago della Costa AP2",45.270278,11.743056,7,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-19,6,569,820,IT,ITA
725,822,"Three Creeks core",44.09,-121.62,1996,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-12-23,11,570,822,US,USA
726,823,"Todd Lake core",44.02,-121.68,1875,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,571,823,US,USA
727,824,"Tumalo Lake core",44.02,-121.54,1536,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,572,824,US,USA
728,825,"Butler Lake core",43.662484,-88.134088,316,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-12-23,11,573,825,US,USA
729,826,"Seven Lake core",43.613705,-88.143562,307,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-12-23,11,574,826,US,USA
730,827,"Laguna Bonillita core",9.99,-83.61,450,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,62,575,827,CR,CRI
731,828,"Wilson Bog core",-34.97,138.69,425,"bog sediment",Sieved,other,"Global Charcoal Database Version 4",-777777,2020-03-06,30,576,828,AU,AUS
